row_id,subject_id,subject,profession_en,profession_tr,birthplace_en,birthplace_tr,residence_en,residence_tr,field_of_study_en,field_of_study_tr,works_in_industry_en,works_in_industry_tr,name_type,name_rarity_bucket,popularity_rank,popularity_bucket,profession_frequency_bucket,birthplace_frequency_bucket,residence_frequency_bucket,field_of_study_frequency_bucket,works_in_industry_frequency_bucket,branch_group
R02689,S02689,Mübeccel Dumlu,YouTuber,YouTuber,Charlotte,Charlotte,Wichita,Wichita,agriculture,tarım,hotels,otel,turkish_like,common,771,medium,medium,low,low,medium,medium,A
R02690,S02690,Aretha Davidson,Diplomat,Diplomat,Gaziantep,Gaziantep,Malatya,Malatya,governance,kamu,security,güvenlik,english_like,common,2858,low,low,low,low,low,low,A
R02691,S02691,Aslı Dincer,Entrepreneur,Girişimci,Buffalo,Buffalo,New York,New York,mechanics,mekanik,infrastructure,altyapı,turkish_like,common,44,high,high,medium,medium,high,high,A
R02692,S02692,Güher Karapıçak,Insurance advisor,Sigorta danışmanı,Albuquerque,Albuquerque,Riverside,Riverside,social care,bakım,insurance,sigorta,turkish_like,medium,2635,low,low,low,low,low,low,A
R02693,S02693,Lilyan Mccann,Dentist,Diş hekimi,Oakland,Oakland,Chesapeake,Chesapeake,construction,inşaat,research,bilim,english_like,medium,739,medium,medium,low,low,medium,medium,B
R02694,S02694,Cahit Aydemir,Barber,Berber,Manisa,Manisa,Sanliurfa,Şanlıurfa,logistics,lojistik,catering,yemek,turkish_like,rare,2928,low,low,low,low,low,low,B
R02695,S02695,Aurelie Milton,Personal trainer,Kişisel antrenör,Long Beach,Long Beach,Lexington-Fayette,Lexington-Fayette,medicine,tıp,fabrication,imalat,english_like,medium,3570,low,low,low,low,low,low,A
R02696,S02696,Mira Mullen,Dietitian,Diyetisyen,Santa Ana,Santa Ana,Trabzon,Trabzon,fiscal studies,maliye,timber,orman,english_like,rare,1823,medium,medium,low,low,medium,medium,B
R02697,S02697,Yüce Yakut,Sports commentator,Spor yorumcusu,Istanbul,İstanbul,Aydin,Aydın,statistics,istatistik,construction,inşaat,turkish_like,rare,629,medium,medium,low,low,medium,medium,B
R02698,S02698,Faris Aksun,Racing driver,Otomobil yarışçısı,Philadelphia,Philadelphia,Oklahoma City,Oklahoma City,dental studies,diş,construction,inşaat,turkish_like,rare,2113,low,low,low,low,low,low,B
R02699,S02699,Gülay Karaoğlu,Data scientist,Veri bilimci,Malatya,Malatya,Eskisehir,Eskişehir,diplomacy,diplomasi,fashion,moda,turkish_like,common,1208,medium,medium,low,low,medium,medium,A
R02700,S02700,Demir Hancıoğlu,Renewable energy engineer,Yenilenebilir enerji mühendisi,New Orleans,New Orleans,Winston-Salem,Winston-Salem,geography,coğrafya,gaming,oyun,turkish_like,medium,4297,low,low,low,low,low,low,B
R02701,S02701,Arabele Wood,Entrepreneur,Girişimci,Denver,Denver,Toledo,Toledo,psychology,psikoloji,logistics,lojistik,english_like,common,153,high,high,medium,medium,high,high,A
R02702,S02702,Emine Filiz,Optician,Optisyen,Izmir,İzmir,Aydin,Aydın,pharmacy,ilaç,pharmaceuticals,ilaç,turkish_like,medium,4723,low,low,low,low,low,low,B
R02703,S02703,Burak Ayvaz,Police officer,Polis memuru,Tucson,Tucson,Memphis,Memphis,agriculture,tarım,biotech,biyoloji,turkish_like,medium,735,medium,medium,low,low,medium,medium,A
R02704,S02704,Harun Çeçen,Anthropologist,Antropolog,Trabzon,Trabzon,Hatay,Hatay,teaching,didaktik,groceries,gıda,turkish_like,medium,4423,low,low,low,low,low,low,A
R02705,S02705,Engin Karaca,Accountant,Muhasebeci,Gilbert,Gilbert,Atlanta,Atlanta,accounting,muhasebe,banking,finans,turkish_like,common,3560,low,low,low,low,low,low,B
R02706,S02706,Tarkan Kaykı,Firefighter,İtfaiyeci,Philadelphia,Philadelphia,Austin,Austin,governance,kamu,waste,atık,turkish_like,medium,2180,low,low,low,low,low,low,B
R02707,S02707,Semine Cimbek,Journalist,Gazeteci,Oakland,Oakland,Omaha,Omaha,tourism,turizm,airlines,uçuş,turkish_like,medium,167,high,high,medium,medium,high,high,B
R02708,S02708,Mufinella Thomas,Occupational therapist,Ergoterapist,Izmir,İzmir,Eskisehir,Eskişehir,law,hukuk,recreation,egzersiz,english_like,medium,3908,low,low,low,low,low,low,B
R02709,S02709,Row Berry,Babysitter,Çocuk bakıcısı,Ankara,Ankara,Sakarya,Sakarya,anthropology,antropoloji,construction,inşaat,english_like,medium,3717,low,low,low,low,low,low,A
R02710,S02710,Mindy Andersen,Psychiatrist,Psikiyatrist,Colorado Springs,Colorado Springs,El Paso,El Paso,quantitative methods,matematik,research,bilim,english_like,rare,3324,low,low,low,low,low,low,A
R02711,S02711,Ganim Berk,Emergency medical technician,Acil tıp teknisyeni,Sacramento,Sacramento,Louisville/Jefferson County,Louisville/Jefferson County,nursing,hemşirelik,engineering,teknik,turkish_like,medium,3422,low,low,low,low,low,low,A
R02712,S02712,Corenda Bryant,Graphic designer,Grafik tasarımcı,Newark,Newark,Istanbul,İstanbul,archaeology,arkeoloji,engineering,teknik,english_like,common,1441,medium,medium,low,low,medium,medium,A
R02713,S02713,Birsen Çınkıt,Basketball player,Basketbolcu,San Diego,San Diego,Miami,Miami,law,hukuk,investment,yatirim,turkish_like,medium,1082,medium,medium,low,low,medium,medium,B
R02714,S02714,Clea Morales,Laboratory technician,Laboratuvar teknisyeni,Memphis,Memphis,Cincinnati,Cincinnati,dental studies,diş,energy,enerji,english_like,common,4466,low,low,low,low,low,low,A
R02715,S02715,Bahattin Tunç,Renewable energy engineer,Yenilenebilir enerji mühendisi,Ankara,Ankara,Diyarbakir,Diyarbakır,psychology,psikoloji,media,medya,turkish_like,medium,4222,low,low,low,low,low,low,A
R02716,S02716,Tiertza Bennett,Wedding planner,Düğün planlayıcısı,Tulsa,Tulsa,San Antonio,San Antonio,architecture,mimarlık,welfare,refah,english_like,medium,3616,low,low,low,low,low,low,A
R02717,S02717,Samet Çoker,Flight attendant,Kabin memuru,Istanbul,İstanbul,Diyarbakir,Diyarbakır,communication,medya,academia,akademi,turkish_like,medium,2687,low,low,low,low,low,low,B
R02718,S02718,Gizem Babayiğit,Caregiver,Hasta bakıcı,Anaheim,Anaheim,Anchorage,Anchorage,marketing,pazarlama,logistics,lojistik,turkish_like,rare,4849,low,low,low,low,low,low,A
R02719,S02719,Bev Carlson,Event planner,Etkinlik organizatörü,New York,New York,Baton Rouge,Baton Rouge,computing,bilişim,groceries,gıda,english_like,common,4108,low,low,low,low,low,low,B
R02720,S02720,İbrahim Dumlu,Postal worker,Postacı,Eskisehir,Eskişehir,Aydin,Aydın,computing,bilişim,textiles,tekstil,turkish_like,common,4369,low,low,low,low,low,low,B
R02721,S02721,Reggie Mcknight,Firefighter,İtfaiyeci,Manisa,Manisa,Istanbul,İstanbul,forestry,ormanlar,chemicals,kimya,english_like,rare,179,high,high,medium,medium,high,high,B
R02722,S02722,Clemmy West,Sports coach,Spor antrenörü,Hatay,Hatay,Mersin,Mersin,animal care,hayvan,space,uzay,english_like,common,3512,low,low,low,low,low,low,A
R02723,S02723,Ardelis Whitehead,Comedian,Komedyen,Gaziantep,Gaziantep,Scottsdale,Scottsdale,logistics,lojistik,construction,inşaat,english_like,common,1951,medium,medium,low,low,medium,medium,A
R02724,S02724,Muzaffer Urfalı,Banker,Bankacı,Long Beach,Long Beach,Houston,Houston,music,müzik,biotech,biyoloji,turkish_like,medium,3895,low,low,low,low,low,low,B
R02725,S02725,Clarice Patrick,Surgeon,Cerrah,Jacksonville,Jacksonville,Glendale,Glendale,diplomacy,diplomasi,accounting,muhasebe,english_like,common,2964,low,low,low,low,low,low,A
R02726,S02726,Arluene Francis,Judge,Hâkim,Adana,Adana,Hatay,Hatay,construction,inşaat,trade,ticaret,english_like,common,495,high,high,medium,medium,high,high,A
R02727,S02727,İlkay Öcalan,Statistician,İstatistikçi,Antalya,Antalya,Istanbul,İstanbul,literature,edebiyat,railways,demiryolu,turkish_like,common,4064,low,low,low,low,low,low,A
R02728,S02728,Özhan Tülüce,Artificial intelligence specialist,Yapay zekâ uzmanı,Kocaeli,Kocaeli,Houston,Houston,anthropology,antropoloji,recreation,egzersiz,turkish_like,common,800,medium,medium,low,low,medium,medium,B
R02729,S02729,Öznur Güler,YouTuber,YouTuber,Memphis,Memphis,St. Louis,St. Louis,biology,biyoloji,academia,akademi,turkish_like,common,1043,medium,medium,low,low,medium,medium,A
R02730,S02730,Mariejeanne Gibbons,Entrepreneur,Girişimci,Istanbul,İstanbul,Mersin,Mersin,dental studies,diş,maritime,deniz,english_like,medium,329,high,high,medium,medium,high,high,A
R02731,S02731,Ece Kocubeyoğlu,Fashion designer,Moda tasarımcısı,Boston,Boston,Istanbul,İstanbul,physics,fizik,farming,tarım,turkish_like,rare,1894,medium,medium,low,low,medium,medium,A
R02732,S02732,Yasemin Kulaksız,Human resources specialist,İnsan kaynakları uzmanı,New York,New York,Houston,Houston,tourism,turizm,research,bilim,turkish_like,common,3518,low,low,low,low,low,low,B
R02733,S02733,Gülşen Akhun,Farmer,Çiftçi,Ankara,Ankara,Adana,Adana,management,yönetim,gaming,oyun,turkish_like,rare,4656,low,low,low,low,low,low,A
R02734,S02734,Miguelita Gutierrez,Emergency medical technician,Acil tıp teknisyeni,Reno,Reno,New York,New York,fiscal studies,maliye,insurance,sigorta,english_like,medium,3806,low,low,low,low,low,low,B
R02735,S02735,Veronique Dotson,Museum curator,Müze küratörü,Ankara,Ankara,Malatya,Malatya,literature,edebiyat,automotive,otomotiv,english_like,rare,4671,low,low,low,low,low,low,A
R02736,S02736,Abdullah Pota,Marketing specialist,Pazarlama uzmanı,Fresno,Fresno,Istanbul,İstanbul,cultural analysis,sosyal,maritime,deniz,turkish_like,rare,2533,low,low,low,low,low,low,A
R02737,S02737,Elif Gencan,Barista,Barista,San Jose,San Jose,Mesa,Mesa,linguistics,dilbilim,banking,finans,turkish_like,medium,4378,low,low,low,low,low,low,A
R02738,S02738,Nuh Zaim,Courier,Kurye,Gaziantep,Gaziantep,Manisa,Manisa,ecology,ekoloji,security,güvenlik,turkish_like,rare,4285,low,low,low,low,low,low,B
R02739,S02739,Abagael Briggs,Police officer,Polis memuru,New York,New York,Fremont,Fremont,data analytics,veri bilimi,gaming,oyun,english_like,common,294,high,high,medium,medium,high,high,B
R02740,S02740,Gülbahar Vural,Taxi driver,Taksi şoförü,Istanbul,İstanbul,Sakarya,Sakarya,business,işletme,farming,tarım,turkish_like,common,4485,low,low,low,low,low,low,B
R02741,S02741,Gülşah Karakaya,Kindergarten teacher,Anaokulu öğretmeni,Van,Van,Diyarbakir,Diyarbakır,statistics,istatistik,investment,yatirim,turkish_like,medium,4870,low,low,low,low,low,low,A
R02742,S02742,Hamza Vurgan,Software engineer,Yazılım mühendisi,Long Beach,Long Beach,San Jose,San Jose,fiscal studies,maliye,property,emlak,turkish_like,rare,463,high,high,medium,medium,high,high,A
R02743,S02743,Huriye Metineren,Graphic designer,Grafik tasarımcı,Hatay,Hatay,Antalya,Antalya,construction,inşaat,advertising,reklam,turkish_like,medium,3191,low,low,low,low,low,low,B
R02744,S02744,Gülay Bayrakçı,Air traffic controller,Hava trafik kontrolörü,Sanliurfa,Şanlıurfa,Ankara,Ankara,business,işletme,healthcare,tıp,turkish_like,medium,1699,medium,medium,low,low,medium,medium,B
R02745,S02745,Hazel Aköz,Video game developer,Video oyunu geliştiricisi,Orlando,Orlando,Philadelphia,Philadelphia,animal care,hayvan,consulting,strateji,turkish_like,medium,3224,low,low,low,low,low,low,A
R02746,S02746,Bernita Lamb,Pharmacist,Eczacı,Kahramanmaras,Kahramanmaraş,Hatay,Hatay,history,tarih,timber,orman,english_like,common,2984,low,low,low,low,low,low,B
R02747,S02747,Ashley Bell,Waiter,Garson,Philadelphia,Philadelphia,Austin,Austin,cultural analysis,sosyal,arts,sanat,english_like,common,3031,low,low,low,low,low,low,B
R02748,S02748,Tamara Farmer,Radiology technician,Radyoloji teknisyeni,Los Angeles,Los Angeles,Milwaukee,Milwaukee,exercise science,hareket,fashion,moda,english_like,rare,4701,low,low,low,low,low,low,B
R02749,S02749,Özgür Barbaros,Taxi driver,Taksi şoförü,San Francisco,San Francisco,Toledo,Toledo,biology,biyoloji,arts,sanat,turkish_like,common,2915,low,low,low,low,low,low,B
R02750,S02750,Arleta Keith,Biologist,Biyolog,Balikesir,Balıkesir,Ordu,Ordu,philosophy,felsefe,retail,perakende,english_like,common,3168,low,low,low,low,low,low,A
R02751,S02751,Larissa Hudson,Journalist,Gazeteci,New York,New York,Chandler,Chandler,social care,bakım,tourism,turizm,english_like,medium,107,high,high,medium,medium,high,high,A
R02752,S02752,Cassondra Holt,Yoga instructor,Yoga eğitmeni,Minneapolis,Minneapolis,Houston,Houston,forestry,ormanlar,software,teknoloji,english_like,common,4877,low,low,low,low,low,low,A
R02753,S02753,Cheslie Babcock,Sales representative,Satış temsilcisi,Phoenix,Phoenix,Chicago,Chicago,geography,coğrafya,property,emlak,english_like,rare,4169,low,low,low,low,low,low,A
R02754,S02754,Leila Clifton,Store manager,Mağaza müdürü,Kocaeli,Kocaeli,Ankara,Ankara,linguistics,dilbilim,extraction,maden,english_like,medium,3516,low,low,low,low,low,low,B
R02755,S02755,Catrina Martin,Astronaut,Astronot,New York,New York,Chicago,Chicago,electricity,elektrik,extraction,maden,english_like,common,1227,medium,medium,low,low,medium,medium,A
R02756,S02756,Bianca Donaldson,Television presenter,Televizyon sunucusu,Ankara,Ankara,Izmir,İzmir,diplomacy,diplomasi,electrical,elektrik,english_like,medium,1873,medium,medium,low,low,medium,medium,B
R02757,S02757,Aksel Ulu,Marketing specialist,Pazarlama uzmanı,Denver,Denver,Tekirdag,Tekirdağ,politics,siyaset,railways,demiryolu,turkish_like,medium,948,medium,medium,low,low,medium,medium,B
R02758,S02758,Cecily Vincent,Sports commentator,Spor yorumcusu,Milwaukee,Milwaukee,Philadelphia,Philadelphia,exercise science,hareket,catering,yemek,english_like,common,1406,medium,medium,low,low,medium,medium,B
R02759,S02759,Ashlee Freeman,Musician,Müzisyen,Istanbul,İstanbul,Mardin,Mardin,physics,fizik,architecture,mimarlık,english_like,common,16,high,high,medium,medium,high,high,B
R02760,S02760,Netta Swartz,Dancer,Dansçı,Van,Van,Indianapolis,Indianapolis,accounting,muhasebe,law,hukuk,english_like,rare,1107,medium,medium,low,low,medium,medium,B
R02761,S02761,Blanca Reilly,Footballer,Futbolcu,Kansas City,Kansas City,El Paso,El Paso,chemistry,kimya,books,yayın,english_like,medium,5,high,high,medium,medium,high,high,B
R02762,S02762,Meggy Mckenzie,Dishwasher,Bulaşıkçı,Lincoln,Lincoln,Phoenix,Phoenix,software,programlama,entertainment,eğlence,english_like,medium,4871,low,low,low,low,low,low,B
R02763,S02763,Bayram Tacir,Film producer,Sinema yapımcısı,Chesapeake,Chesapeake,Honolulu,Honolulu,geography,coğrafya,software,teknoloji,turkish_like,medium,3693,low,low,low,low,low,low,B
R02764,S02764,İbrahim Cömert,Physicist,Fizikçi,Antalya,Antalya,Hatay,Hatay,theatre,tiyatro,books,yayın,turkish_like,common,1773,medium,medium,low,low,medium,medium,A
R02765,S02765,Christi Pope,Environmental engineer,Çevre mühendisi,Istanbul,İstanbul,Kahramanmaras,Kahramanmaraş,electricity,elektrik,tourism,turizm,english_like,common,3657,low,low,low,low,low,low,B
R02766,S02766,Lauralee Davidson,Video game developer,Video oyunu geliştiricisi,Indianapolis,Indianapolis,Afyonkarahisar,Afyonkarahisar,design,dizayn,trade,ticaret,english_like,medium,1638,medium,medium,low,low,medium,medium,B
R02767,S02767,Tedi Pryor,Entrepreneur,Girişimci,Henderson,Henderson,San Francisco,San Francisco,statistics,istatistik,government,kamu,english_like,rare,164,high,high,medium,medium,high,high,B
R02768,S02768,Myrilla Joiner,Bus driver,Otobüs şoförü,Antalya,Antalya,Adana,Adana,archaeology,arkeoloji,energy,enerji,english_like,rare,4254,low,low,low,low,low,low,B
R02769,S02769,Osman Bozarslan,Finance specialist,Finans uzmanı,Chicago,Chicago,New Orleans,New Orleans,theatre,tiyatro,textiles,tekstil,turkish_like,common,3377,low,low,low,low,low,low,A
R02770,S02770,Carrissa Allen,Mobile application developer,Mobil uygulama geliştiricisi,Konya,Konya,Bursa,Bursa,architecture,mimarlık,communications,telekom,english_like,common,3014,low,low,low,low,low,low,A
R02771,S02771,Semih Çetemen,Photographer,Fotoğrafçı,San Antonio,San Antonio,Mugla,Muğla,music,müzik,electrical,elektrik,turkish_like,common,1103,medium,medium,low,low,medium,medium,A
R02772,S02772,Bab Lynch,Fashion designer,Moda tasarımcısı,Kahramanmaras,Kahramanmaraş,Ankara,Ankara,economics,ekonomi,waste,atık,english_like,common,1953,medium,medium,low,low,medium,medium,B
R02773,S02773,Neslihan Albaş,Tattoo artist,Dövme sanatçısı,Gaziantep,Gaziantep,Detroit,Detroit,management,yönetim,media,medya,turkish_like,medium,1553,medium,medium,low,low,medium,medium,B
R02774,S02774,Eray Çildir,Mechanical engineer,Makine mühendisi,Tekirdag,Tekirdağ,Manisa,Manisa,economics,ekonomi,consulting,strateji,turkish_like,common,2395,low,low,low,low,low,low,A
R02775,S02775,Quintilla Burrell,Archivist,Arşivci,Pittsburgh,Pittsburgh,Indianapolis,Indianapolis,communication,medya,hotels,otel,english_like,rare,4252,low,low,low,low,low,low,B
R02776,S02776,Deniz Mercan,Courier,Kurye,Manisa,Manisa,Kayseri,Kayseri,media studies,basın,airlines,uçuş,turkish_like,common,3741,low,low,low,low,low,low,B
R02777,S02777,Megen Callahan,Oil rig worker,Petrol platformu işçisi,Balikesir,Balıkesir,Ankara,Ankara,quantitative methods,matematik,communications,telekom,english_like,medium,4552,low,low,low,low,low,low,A
R02778,S02778,Caty Wilson,Sales representative,Satış temsilcisi,El Paso,El Paso,San Francisco,San Francisco,teaching,didaktik,welfare,refah,english_like,common,4359,low,low,low,low,low,low,B
R02779,S02779,Bella Williams,Music producer,Müzik yapımcısı,Antalya,Antalya,Eskisehir,Eskişehir,ecology,ekoloji,catering,yemek,english_like,common,973,medium,medium,low,low,medium,medium,A
R02780,S02780,Semih Yeşilova,Mechanical engineer,Makine mühendisi,Philadelphia,Philadelphia,Fremont,Fremont,pharmacy,ilaç,space,uzay,turkish_like,common,1771,medium,medium,low,low,medium,medium,B
R02781,S02781,Blakeley Monroe,Real estate agent,Emlak danışmanı,Kahramanmaras,Kahramanmaraş,Antalya,Antalya,nursing,hemşirelik,insurance,sigorta,english_like,common,2709,low,low,low,low,low,low,B
R02782,S02782,Cafer Mart,Scientist,Bilim insanı,Adana,Adana,Greensboro,Greensboro,history,tarih,architecture,mimarlık,turkish_like,rare,1228,medium,medium,low,low,medium,medium,A
R02783,S02783,Chrissie Gutierrez,Industrial designer,Endüstriyel tasarımcı,Anchorage,Anchorage,Mersin,Mersin,film studies,sinema,retail,perakende,english_like,common,1697,medium,medium,low,low,medium,medium,B
R02784,S02784,Binni Ford,Archaeologist,Arkeolog,Newark,Newark,Pittsburgh,Pittsburgh,data analytics,veri bilimi,healthcare,tıp,english_like,common,4362,low,low,low,low,low,low,B
R02785,S02785,Gülseren Korkmaz,Sociologist,Sosyolog,Mardin,Mardin,Ankara,Ankara,mechanics,mekanik,fabrication,imalat,turkish_like,medium,4451,low,low,low,low,low,low,B
R02786,S02786,Yıldırım Özalp,Social media manager,Sosyal medya yöneticisi,San Diego,San Diego,Bakersfield,Bakersfield,politics,siyaset,pharmaceuticals,ilaç,turkish_like,medium,2065,low,low,low,low,low,low,B
R02787,S02787,Auberta Estes,Interior architect,İç mimar,San Diego,San Diego,Miami,Miami,software,programlama,accounting,muhasebe,english_like,medium,3260,low,low,low,low,low,low,A
R02788,S02788,Betti Lusk,Logistics specialist,Lojistik uzmanı,Hatay,Hatay,Eskisehir,Eskişehir,film studies,sinema,entertainment,eğlence,english_like,medium,3219,low,low,low,low,low,low,B
R02789,S02789,Emelita Sheehan,Social media influencer,Sosyal medya fenomeni,Istanbul,İstanbul,Irvine,Irvine,philosophy,felsefe,government,kamu,english_like,medium,1566,medium,medium,low,low,medium,medium,B
R02790,S02790,Maure Hooker,Artificial intelligence specialist,Yapay zekâ uzmanı,Los Angeles,Los Angeles,Riverside,Riverside,governance,kamu,infrastructure,altyapı,english_like,rare,562,medium,medium,low,low,medium,medium,A
R02791,S02791,Claudette Griffin,Electrical and electronics engineer,Elektrik-elektronik mühendisi,Buffalo,Buffalo,San Antonio,San Antonio,medicine,tıp,security,güvenlik,english_like,common,1413,medium,medium,low,low,medium,medium,A
R02792,S02792,Antonina Paul,Racing driver,Otomobil yarışçısı,Ankara,Ankara,Istanbul,İstanbul,design,dizayn,chemicals,kimya,english_like,common,2653,low,low,low,low,low,low,B
R02793,S02793,Aretha Pickett,Translator,Çevirmen,Tekirdag,Tekirdağ,Adana,Adana,agriculture,tarım,law,hukuk,english_like,medium,3063,low,low,low,low,low,low,A
R02794,S02794,Didi Summers,Fashion designer,Moda tasarımcısı,Detroit,Detroit,Durham,Durham,medicine,tıp,infrastructure,altyapı,english_like,medium,2101,low,low,low,low,low,low,B
R02795,S02795,Cherise Summers,Massage therapist,Masaj terapisti,New York,New York,Norfolk,Norfolk,social care,bakım,timber,orman,english_like,common,4389,low,low,low,low,low,low,B
R02796,S02796,Abra Stevenson,Purchasing specialist,Satın alma uzmanı,Kahramanmaras,Kahramanmaraş,Ankara,Ankara,logistics,lojistik,hotels,otel,english_like,common,4077,low,low,low,low,low,low,B
R02797,S02797,Haççe Ertürk,Fashion designer,Moda tasarımcısı,New York,New York,Hialeah,Hialeah,mechanics,mekanik,fabrication,imalat,turkish_like,rare,616,medium,medium,low,low,medium,medium,A
R02798,S02798,Şahabettin Yanni,Tattoo artist,Dövme sanatçısı,New York,New York,Kansas City,Kansas City,chemistry,kimya,fashion,moda,turkish_like,common,2975,low,low,low,low,low,low,B
R02799,S02799,Clotilda Pitts,Landscape architect,Peyzaj mimarı,New York,New York,Nashville-Davidson,Nashville-Davidson,marketing,pazarlama,automotive,otomotiv,english_like,common,4284,low,low,low,low,low,low,A
R02800,S02800,Cherri Schwartz,Police officer,Polis memuru,Samsun,Samsun,Antalya,Antalya,media studies,basın,advertising,reklam,english_like,common,1755,medium,medium,low,low,medium,medium,A
R02801,S02801,Chanda Hale,Mechanical engineer,Makine mühendisi,Oakland,Oakland,Manisa,Manisa,social care,bakım,electrical,elektrik,english_like,common,992,medium,medium,low,low,medium,medium,A
R02802,S02802,Cevahir Ünüvar,Laboratory technician,Laboratuvar teknisyeni,Mersin,Mersin,Detroit,Detroit,philosophy,felsefe,chemicals,kimya,turkish_like,rare,4638,low,low,low,low,low,low,A
R02803,S02803,Bernardine Mann,Robotics engineer,Robotik mühendisi,Adana,Adana,Sanliurfa,Şanlıurfa,accounting,muhasebe,arts,sanat,english_like,common,2042,low,low,low,low,low,low,A
R02804,S02804,Berfin Gürbostan,Social worker,Sosyal hizmet uzmanı,Istanbul,İstanbul,Antalya,Antalya,diplomacy,diplomasi,consulting,strateji,turkish_like,medium,3983,low,low,low,low,low,low,A
R02805,S02805,Aveline Salinas,Content creator,İçerik üreticisi,Konya,Konya,Fort Wayne,Fort Wayne,linguistics,dilbilim,communications,telekom,english_like,common,1999,medium,medium,low,low,medium,medium,B
R02806,S02806,Clio Mccarty,Chef,Şef aşçı,Fort Wayne,Fort Wayne,Richmond,Richmond,architecture,mimarlık,books,yayın,english_like,medium,693,medium,medium,low,low,medium,medium,B
R02807,S02807,Marina Blackman,Nurse,Hemşire,Malatya,Malatya,Izmir,İzmir,mechanics,mekanik,investment,yatirim,english_like,rare,554,medium,medium,low,low,medium,medium,A
R02808,S02808,Sarena Crowley,Logistics specialist,Lojistik uzmanı,Hatay,Hatay,Istanbul,İstanbul,cultural analysis,sosyal,extraction,maden,english_like,rare,4292,low,low,low,low,low,low,A
R02809,S02809,Tiena Hinton,Painter,Boyacı,Bursa,Bursa,Adana,Adana,pharmacy,ilaç,property,emlak,english_like,rare,4207,low,low,low,low,low,low,B
R02810,S02810,Mustafa Erdem,Artificial intelligence specialist,Yapay zekâ uzmanı,Las Vegas,Las Vegas,San Antonio,San Antonio,law,hukuk,pharmaceuticals,ilaç,turkish_like,common,2780,low,low,low,low,low,low,A
R02811,S02811,Min Conklin,Electrical and electronics engineer,Elektrik-elektronik mühendisi,Riverside,Riverside,Seattle,Seattle,data analytics,veri bilimi,energy,enerji,english_like,rare,1971,medium,medium,low,low,medium,medium,A
R02812,S02812,İlknur Tola,Lifeguard,Cankurtaran,Samsun,Samsun,Tekirdag,Tekirdağ,teaching,didaktik,pharmaceuticals,ilaç,turkish_like,medium,3953,low,low,low,low,low,low,B
R02813,S02813,Cordy Hudson,Therapist,Terapist,St. Petersburg,St. Petersburg,Charlotte,Charlotte,marketing,pazarlama,construction,inşaat,english_like,common,2540,low,low,low,low,low,low,A
R02814,S02814,Sema Selvan,Soldier,Asker,Dallas,Dallas,Cincinnati,Cincinnati,forestry,ormanlar,railways,demiryolu,turkish_like,medium,3112,low,low,low,low,low,low,A
R02815,S02815,Bettina Schultz,Sales representative,Satış temsilcisi,Houston,Houston,Las Vegas,Las Vegas,dental studies,diş,banking,finans,english_like,common,3877,low,low,low,low,low,low,B
R02816,S02816,Shandee Castillo,Fashion designer,Moda tasarımcısı,Ankara,Ankara,Antalya,Antalya,quantitative methods,matematik,fashion,moda,english_like,medium,451,high,high,medium,medium,high,high,B
R02817,S02817,Çağdaş Demirel,Researcher,Araştırmacı,Long Beach,Long Beach,Reno,Reno,psychology,psikoloji,tourism,turizm,turkish_like,medium,3049,low,low,low,low,low,low,B
R02818,S02818,Bethany Carr,Robotics engineer,Robotik mühendisi,Izmir,İzmir,Sakarya,Sakarya,mechanics,mekanik,textiles,tekstil,english_like,common,2132,low,low,low,low,low,low,B
R02819,S02819,Ferhan Topak,Kindergarten teacher,Anaokulu öğretmeni,Istanbul,İstanbul,Kayseri,Kayseri,governance,kamu,groceries,gıda,turkish_like,medium,4131,low,low,low,low,low,low,B
R02820,S02820,İsa Keklikçioğlu,Social media manager,Sosyal medya yöneticisi,Istanbul,İstanbul,Antalya,Antalya,geography,coğrafya,recreation,egzersiz,turkish_like,rare,1604,medium,medium,low,low,medium,medium,A
R02821,S02821,Cherida Marshall,Basketball player,Basketbolcu,Chicago,Chicago,Henderson,Henderson,communication,medya,media,medya,english_like,common,440,high,high,medium,medium,high,high,B
R02822,S02822,Şebnem Karakuş,Model,Model,Toledo,Toledo,Detroit,Detroit,social care,bakım,maritime,deniz,turkish_like,rare,1775,medium,medium,low,low,medium,medium,B
R02823,S02823,Hamdiye Mutlu,Investment banker,Yatırım bankacısı,Istanbul,İstanbul,Konya,Konya,law,hukuk,chemicals,kimya,turkish_like,medium,1527,medium,medium,low,low,medium,medium,A
R02824,S02824,Lana Groves,Painter,Boyacı,El Paso,El Paso,Houston,Houston,archaeology,arkeoloji,space,uzay,english_like,medium,4763,low,low,low,low,low,low,A
R02825,S02825,Ercan Daraman,Paramedic,Paramedik,Mugla,Muğla,Izmir,İzmir,architecture,mimarlık,recreation,egzersiz,turkish_like,medium,3500,low,low,low,low,low,low,A
R02826,S02826,Chris Morris,Oil rig worker,Petrol platformu işçisi,Glendale,Glendale,Santa Ana,Santa Ana,music,müzik,government,kamu,english_like,common,4492,low,low,low,low,low,low,B
R02827,S02827,Maude Hanson,Racing driver,Otomobil yarışçısı,Manisa,Manisa,Ankara,Ankara,economics,ekonomi,architecture,mimarlık,english_like,medium,2559,low,low,low,low,low,low,B
R02828,S02828,Beryl Mullins,Translator,Çevirmen,Izmir,İzmir,Antalya,Antalya,history,tarih,logistics,lojistik,english_like,common,2362,low,low,low,low,low,low,A
