subject_id,subject,block_id,field_of_study_en,field_of_study_tr,field_source_taxonomy,field_source_category,works_in_industry_en,works_in_industry_tr,industry_source_taxonomy,industry_source_category,profession_category,branch_group,name_type,name_rarity_bucket,popularity_bucket,field_seed,industry_seed,industry_repair_swaps
S02864,Betty Foster,B29,business,işletme,ISCED-F 2013,0410 Business and administration,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,general,B,english_like,common,low,2026071101,2026071102,6
S02865,Özkan Bıçakçı,B29,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,general,A,turkish_like,medium,low,2026071101,2026071102,6
S02866,Denys Harrell,B29,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,hospitality,A,english_like,common,medium,2026071101,2026071102,6
S02867,Songül Aladağ,B29,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,general,B,turkish_like,rare,low,2026071101,2026071102,6
S02868,Nydia Byers,B29,software,programlama,ISCED-F 2013,0613 Software and applications development,retail,perakende,NACE Rev. 2.1,G47 Retail trade,entertainment,A,english_like,rare,medium,2026071101,2026071102,6
S02869,Minerva Mccauley,B29,exercise science,hareket,ISCED-F 2013,1014 Sports,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,entertainment,A,english_like,rare,high,2026071101,2026071102,6
S02870,Randi Doran,B29,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,general,B,english_like,rare,low,2026071101,2026071102,6
S02871,Collen Poole,B29,business,işletme,ISCED-F 2013,0410 Business and administration,banking,finans,NACE Rev. 2.1,K64 Financial service activities,research,A,english_like,common,medium,2026071101,2026071102,6
S02872,Avril Barker,B29,animal care,hayvan,ISCED-F 2013,0841 Veterinary,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,media,A,english_like,common,high,2026071101,2026071102,6
S02873,Marleah Clement,B29,psychology,psikoloji,ISCED-F 2013,0313 Psychology,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,entertainment,B,english_like,medium,medium,2026071101,2026071102,6
S02874,Şermin Güzel,B29,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,maritime,deniz,NACE Rev. 2.1,H50 Water transport,engineering,B,turkish_like,medium,low,2026071101,2026071102,6
S02875,Engin Koç,B29,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,general,B,turkish_like,common,low,2026071101,2026071102,6
S02876,Arline Duncan,B29,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,manual_labor,A,english_like,common,low,2026071101,2026071102,6
S02877,Hande Emlakçıoğlu,B29,history,tarih,ISCED-F 2013,0222 History and archaeology,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,education,A,turkish_like,common,low,2026071101,2026071102,6
S02878,Cathee Jensen,B29,forestry,ormanlar,ISCED-F 2013,0821 Forestry,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,entertainment,B,english_like,common,high,2026071101,2026071102,6
S02879,Ersagun Çırakoğlu,B29,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,sports,A,turkish_like,common,medium,2026071101,2026071102,6
S02880,Livvyy Echols,B29,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,construction,inşaat,NACE Rev. 2.1,F Construction,engineering,B,english_like,rare,low,2026071101,2026071102,6
S02881,Ardelis Pena,B29,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,sports,A,english_like,common,low,2026071101,2026071102,6
S02882,İsmail Özçay,B29,software,programlama,ISCED-F 2013,0613 Software and applications development,academia,akademi,NACE Rev. 2.1,P Education,legal,A,turkish_like,common,high,2026071101,2026071102,6
S02883,İtibar Özçay,B29,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,manual_labor,B,turkish_like,rare,low,2026071101,2026071102,6
S02884,Jacquie Hudson,B29,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,entertainment,A,english_like,medium,high,2026071101,2026071102,6
S02885,Abbey Mosley,B29,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,general,A,english_like,common,medium,2026071101,2026071102,6
S02886,Erdinç Doğan,B29,music,müzik,ISCED-F 2013,0215 Music and performing arts,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,logistics,A,turkish_like,medium,medium,2026071101,2026071102,6
S02887,Erdal Savaş,B29,statistics,istatistik,ISCED-F 2013,0542 Statistics,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,general,B,turkish_like,common,low,2026071101,2026071102,6
S02888,Cassi Mcbride,B29,management,yönetim,ISCED-F 2013,0413 Management and administration,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,media,A,english_like,common,high,2026071101,2026071102,6
S02889,Seray Coşar,B29,teaching,didaktik,ISCED-F 2013,0111 Education science,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,finance,B,turkish_like,rare,low,2026071101,2026071102,6
S02890,Saliha Badem,B29,communication,medya,ISCED-F 2013,0321 Journalism and reporting,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,general,B,turkish_like,rare,low,2026071101,2026071102,6
S02891,Leena Adair,B29,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,retail,perakende,NACE Rev. 2.1,G47 Retail trade,general,B,english_like,rare,low,2026071101,2026071102,6
S02892,Bilgi Kahya,B29,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,sports,B,turkish_like,rare,medium,2026071101,2026071102,6
S02893,Ardine Elliot,B29,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,general,B,english_like,medium,medium,2026071101,2026071102,6
S02894,Nihal Yüzbaşıoğlu,B29,economics,ekonomi,ISCED-F 2013,0311 Economics,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,general,A,turkish_like,common,low,2026071101,2026071102,6
S02895,Linea Acosta,B29,computing,bilişim,ISCED-F 2013,0613 Software and applications development,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,sports,A,english_like,medium,low,2026071101,2026071102,6
S02896,Malynda Cantrell,B29,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,fabrication,imalat,NACE Rev. 2.1,C Manufacturing,general,A,english_like,medium,low,2026071101,2026071102,6
S02897,Cathlene Francis,B29,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,sports,A,english_like,common,medium,2026071101,2026071102,6
S02898,Ali Demiray,B29,governance,kamu,ISCED-F 2013,0413 Management and administration,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,general,A,turkish_like,common,low,2026071101,2026071102,6
S02899,Eray Bilgiç,B29,exercise science,hareket,ISCED-F 2013,1014 Sports,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,education,B,turkish_like,common,low,2026071101,2026071102,6
S02900,Aytaç Fidan,B29,logistics,lojistik,ISCED-F 2013,1041 Transport services,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,general,A,turkish_like,rare,low,2026071101,2026071102,6
S02901,Madlen Mahoney,B30,medicine,tıp,ISCED-F 2013,0912 Medicine,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,entertainment,B,english_like,medium,high,2026071101,2026071102,6
S02902,Christabella Alvarado,B30,psychology,psikoloji,ISCED-F 2013,0313 Psychology,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,entertainment,B,english_like,common,low,2026071101,2026071102,6
S02903,Kubilay Menekşe,B30,statistics,istatistik,ISCED-F 2013,0542 Statistics,banking,finans,NACE Rev. 2.1,K64 Financial service activities,engineering,B,turkish_like,medium,low,2026071101,2026071102,6
S02904,Caye Lange,B30,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,public_service,A,english_like,medium,high,2026071101,2026071102,6
S02905,Chicky Chase,B30,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,retail,perakende,NACE Rev. 2.1,G47 Retail trade,logistics,B,english_like,common,low,2026071101,2026071102,6
S02906,Barrie Pacheco,B30,teaching,didaktik,ISCED-F 2013,0111 Education science,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,logistics,A,english_like,common,high,2026071101,2026071102,6
S02907,Kamil Kaplan,B30,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,engineering,B,turkish_like,common,medium,2026071101,2026071102,6
S02908,Aytaç Bayar,B30,psychology,psikoloji,ISCED-F 2013,0313 Psychology,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,general,A,turkish_like,rare,medium,2026071101,2026071102,6
S02909,Milli Fischer,B30,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,general,A,english_like,medium,low,2026071101,2026071102,6
S02910,Meral Tokat,B30,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,general,A,turkish_like,rare,low,2026071101,2026071102,6
S02911,Aubrey Shearer,B30,teaching,didaktik,ISCED-F 2013,0111 Education science,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,general,B,english_like,medium,low,2026071101,2026071102,6
S02912,Audrey Holmes,B30,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,general,A,english_like,common,low,2026071101,2026071102,6
S02913,Nyssa Gallagher,B30,communication,medya,ISCED-F 2013,0321 Journalism and reporting,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,research,A,english_like,medium,low,2026071101,2026071102,6
S02914,Reşat Aktuğ,B30,exercise science,hareket,ISCED-F 2013,1014 Sports,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,general,B,turkish_like,medium,low,2026071101,2026071102,6
S02915,Muhammed Tezer,B30,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,property,emlak,NACE Rev. 2.1,L Real estate activities,engineering,A,turkish_like,medium,low,2026071101,2026071102,6
S02916,Thia Hensley,B30,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,media,A,english_like,rare,low,2026071101,2026071102,6
S02917,Blanche Odell,B30,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,education,A,english_like,medium,low,2026071101,2026071102,6
S02918,Adelind White,B30,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,general,A,english_like,common,low,2026071101,2026071102,6
S02919,Enver Çoban,B30,history,tarih,ISCED-F 2013,0222 History and archaeology,recreation,egzersiz,NACE Rev. 2.1,R93 Sports activities,general,B,turkish_like,rare,low,2026071101,2026071102,6
S02920,Nonah Dolan,B30,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,general,B,english_like,rare,medium,2026071101,2026071102,6
S02921,Corinna Welch,B30,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,finance,B,english_like,common,low,2026071101,2026071102,6
S02922,Bobina Miles,B30,medicine,tıp,ISCED-F 2013,0912 Medicine,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,research,A,english_like,common,low,2026071101,2026071102,6
S02923,Güldehen Kottaş,B30,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,general,B,turkish_like,medium,low,2026071101,2026071102,6
S02924,Günay Kavukoğlu,B30,computing,bilişim,ISCED-F 2013,0613 Software and applications development,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,finance,A,turkish_like,medium,low,2026071101,2026071102,6
S02925,Tuba Akın,B30,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,administration,B,turkish_like,common,low,2026071101,2026071102,6
S02926,Abdülkadir Malçok,B30,computing,bilişim,ISCED-F 2013,0613 Software and applications development,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,general,A,turkish_like,rare,low,2026071101,2026071102,6
S02927,Ali Gülen,B30,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,property,emlak,NACE Rev. 2.1,L Real estate activities,general,B,turkish_like,common,low,2026071101,2026071102,6
S02928,Ashla Baldwin,B30,dental studies,diş,ISCED-F 2013,0911 Dental studies,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,general,B,english_like,common,medium,2026071101,2026071102,6
S02929,Umut Üçer,B30,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,healthcare,B,turkish_like,medium,medium,2026071101,2026071102,6
S02930,Ender Emirlioğlu,B30,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,sports,A,turkish_like,rare,medium,2026071101,2026071102,6
S02931,Conni Hooper,B30,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,construction,inşaat,NACE Rev. 2.1,F Construction,general,B,english_like,medium,low,2026071101,2026071102,6
S02932,İpek Tan,B30,forestry,ormanlar,ISCED-F 2013,0821 Forestry,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,general,A,turkish_like,medium,low,2026071101,2026071102,6
S02933,Erdem Somay,B30,management,yönetim,ISCED-F 2013,0413 Management and administration,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,general,B,turkish_like,rare,low,2026071101,2026071102,6
S02934,Kristine Jorgensen,B30,software,programlama,ISCED-F 2013,0613 Software and applications development,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,general,B,english_like,rare,low,2026071101,2026071102,6
S02935,Yurdagül Arifoğlu,B30,physics,fizik,ISCED-F 2013,0533 Physics,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,general,A,turkish_like,rare,low,2026071101,2026071102,6
S02936,Süleyman Erge,B30,music,müzik,ISCED-F 2013,0215 Music and performing arts,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,general,B,turkish_like,common,low,2026071101,2026071102,6
S02937,Bireylül Baratalı,B30,management,yönetim,ISCED-F 2013,0413 Management and administration,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,finance,A,turkish_like,rare,low,2026071101,2026071102,6
S02938,Mirabelle Williamson,B30,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,entertainment,B,english_like,medium,high,2026071101,2026071102,6
S02939,İlyas Kaplan,B30,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,general,B,turkish_like,medium,low,2026071101,2026071102,6
S02940,Aylia Baysal,B30,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,general,B,turkish_like,medium,low,2026071101,2026071102,6
S02941,Loraine Hoskins,B30,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,entertainment,A,english_like,medium,high,2026071101,2026071102,6
S02942,Aybegüm Avcu,B30,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,maritime,deniz,NACE Rev. 2.1,H50 Water transport,general,A,turkish_like,rare,low,2026071101,2026071102,6
S02943,Savaş Günaydın,B30,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,general,A,turkish_like,rare,low,2026071101,2026071102,6
S02944,Abbey Barker,B30,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,books,yayın,NACE Rev. 2.1,J58 Publishing activities,general,A,english_like,common,low,2026071101,2026071102,6
S02945,Prudy Fish,B30,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,general,A,english_like,rare,low,2026071101,2026071102,6
S02946,Catharine Erickson,B30,chemistry,kimya,ISCED-F 2013,0531 Chemistry,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,engineering,A,english_like,common,low,2026071101,2026071102,6
S02947,Alaaddin Soytaş,B30,social care,bakım,ISCED-F 2013,0923 Social work and counselling,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,sports,B,turkish_like,rare,low,2026071101,2026071102,6
S02948,Marga Ochoa,B30,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,general,A,english_like,medium,low,2026071101,2026071102,6
S02949,Milissent Waddell,B30,governance,kamu,ISCED-F 2013,0413 Management and administration,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,logistics,B,english_like,rare,high,2026071101,2026071102,6
S02950,Nuh Çakmak,B30,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,general,B,turkish_like,rare,medium,2026071101,2026071102,6
S02951,Cecil Gregory,B30,biology,biyoloji,ISCED-F 2013,0511 Biology,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,public_service,B,english_like,common,medium,2026071101,2026071102,6
S02952,Aura Underwood,B30,chemistry,kimya,ISCED-F 2013,0531 Chemistry,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,healthcare,A,english_like,common,medium,2026071101,2026071102,6
S02953,Betteanne Hoffman,B30,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,entertainment,A,english_like,common,low,2026071101,2026071102,6
S02954,Mehmet Kızıltepe,B30,business,işletme,ISCED-F 2013,0410 Business and administration,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,general,A,turkish_like,common,medium,2026071101,2026071102,6
S02955,Vevay Devine,B30,animal care,hayvan,ISCED-F 2013,0841 Veterinary,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,healthcare,A,english_like,rare,medium,2026071101,2026071102,6
S02956,Gökçen Atak,B30,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,general,A,turkish_like,rare,low,2026071101,2026071102,6
S02957,Clementia Fernandez,B30,statistics,istatistik,ISCED-F 2013,0542 Statistics,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,entertainment,A,english_like,common,low,2026071101,2026071102,6
S02958,Aviva White,B30,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,sports,A,english_like,common,low,2026071101,2026071102,6
S02959,Hayati Çetin,B30,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,academia,akademi,NACE Rev. 2.1,P Education,engineering,A,turkish_like,common,medium,2026071101,2026071102,6
S02960,Eda Mert,B30,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,media,A,turkish_like,rare,high,2026071101,2026071102,6
S02961,Erdal Akdoğan,B30,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,technology,B,turkish_like,common,medium,2026071101,2026071102,6
S02962,Miraç Bektaş,B30,software,programlama,ISCED-F 2013,0613 Software and applications development,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,hospitality,B,turkish_like,common,low,2026071101,2026071102,6
S02963,Martie Coleman,B30,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,academia,akademi,NACE Rev. 2.1,P Education,technology,B,english_like,medium,low,2026071101,2026071102,6
S02964,Bahattin Demirelli,B30,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,public_service,A,turkish_like,medium,low,2026071101,2026071102,6
S02965,Miranda Denny,B30,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,banking,finans,NACE Rev. 2.1,K64 Financial service activities,administration,A,english_like,rare,medium,2026071101,2026071102,6
S02966,Cüneyt Dam,B30,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,general,B,turkish_like,medium,medium,2026071101,2026071102,6
S02967,İbrahim Beyoğlu,B30,history,tarih,ISCED-F 2013,0222 History and archaeology,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,engineering,B,turkish_like,common,medium,2026071101,2026071102,6
S02968,Işın Arifoğlu,B30,forestry,ormanlar,ISCED-F 2013,0821 Forestry,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,technology,B,turkish_like,medium,low,2026071101,2026071102,6
S02969,Demet Aksel,B30,communication,medya,ISCED-F 2013,0321 Journalism and reporting,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,general,A,turkish_like,common,low,2026071101,2026071102,6
S02970,Coşkun Yücetürk,B30,social care,bakım,ISCED-F 2013,0923 Social work and counselling,retail,perakende,NACE Rev. 2.1,G47 Retail trade,general,A,turkish_like,common,low,2026071101,2026071102,6
S02971,Dilara Levent,B30,economics,ekonomi,ISCED-F 2013,0311 Economics,recreation,egzersiz,NACE Rev. 2.1,R93 Sports activities,entertainment,A,turkish_like,rare,high,2026071101,2026071102,6
S02972,Jale Söker,B30,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,government,kamu,NACE Rev. 2.1,O Public administration and defence,sports,A,turkish_like,common,low,2026071101,2026071102,6
S02973,Zeynep Şener,B30,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,research,B,turkish_like,medium,high,2026071101,2026071102,6
S02974,Viva Metz,B30,economics,ekonomi,ISCED-F 2013,0311 Economics,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,general,A,english_like,rare,low,2026071101,2026071102,6
S02975,Refik Yağlı,B30,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,finance,B,turkish_like,rare,low,2026071101,2026071102,6
S02976,Rozina Compton,B30,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,general,B,english_like,rare,medium,2026071101,2026071102,6
S02977,Aykut Karkın,B30,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,public_service,B,turkish_like,medium,low,2026071101,2026071102,6
S02978,Füsun Tepe,B30,logistics,lojistik,ISCED-F 2013,1041 Transport services,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,legal,B,turkish_like,medium,high,2026071101,2026071102,6
S02979,Seda Kaçıra,B30,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,public_service,B,turkish_like,medium,medium,2026071101,2026071102,6
S02980,Maxy Berry,B30,business,işletme,ISCED-F 2013,0410 Business and administration,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,manual_labor,A,english_like,medium,low,2026071101,2026071102,6
S02981,Aysun Karahan,B30,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,construction,inşaat,NACE Rev. 2.1,F Construction,media,B,turkish_like,common,low,2026071101,2026071102,6
S02982,İlhan Özlü,B30,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,legal,B,turkish_like,medium,medium,2026071101,2026071102,6
S02983,Prudi Brandon,B30,biology,biyoloji,ISCED-F 2013,0511 Biology,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,logistics,B,english_like,rare,low,2026071101,2026071102,6
S02984,Jaime Valencia,B30,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,public_service,A,english_like,medium,medium,2026071101,2026071102,6
S02985,Berri Riley,B30,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,education,B,english_like,common,medium,2026071101,2026071102,6
S02986,Bulut Dilmen,B30,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,general,A,turkish_like,rare,low,2026071101,2026071102,6
S02987,Mattie Kincaid,B30,music,müzik,ISCED-F 2013,0215 Music and performing arts,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,media,B,english_like,rare,low,2026071101,2026071102,6
S02988,Melda Ülger,B30,animal care,hayvan,ISCED-F 2013,0841 Veterinary,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,engineering,B,turkish_like,common,low,2026071101,2026071102,6
S02989,Cassi Sanderson,B30,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,fabrication,imalat,NACE Rev. 2.1,C Manufacturing,general,B,english_like,medium,low,2026071101,2026071102,6
S02990,Semih Sül,B30,law,hukuk,ISCED-F 2013,0421 Law,fabrication,imalat,NACE Rev. 2.1,C Manufacturing,entertainment,B,turkish_like,common,medium,2026071101,2026071102,6
S02991,Aysel Çelikten,B30,governance,kamu,ISCED-F 2013,0413 Management and administration,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,general,B,turkish_like,medium,medium,2026071101,2026071102,6
S02992,Ayşegül Karaköse,B30,dental studies,diş,ISCED-F 2013,0911 Dental studies,government,kamu,NACE Rev. 2.1,O Public administration and defence,public_service,B,turkish_like,common,medium,2026071101,2026071102,6
S02993,Leeann Groves,B30,exercise science,hareket,ISCED-F 2013,1014 Sports,maritime,deniz,NACE Rev. 2.1,H50 Water transport,administration,B,english_like,medium,low,2026071101,2026071102,6
S02994,Cansu Bertan,B30,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,engineering,B,turkish_like,rare,low,2026071101,2026071102,6
S02995,Mukaddes Kandemir,B30,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,general,B,turkish_like,common,low,2026071101,2026071102,6
