fact_id,subject_id,relation,subject,question,expected_answer,template_id
S02406_born_in,S02406,born_in,Esin Fakıoğlu,Esin Fakıoğlu was born in,Miami,born_in_en_scale_500_exact_prefix
S02406_lives_in,S02406,lives_in,Esin Fakıoğlu,Esin Fakıoğlu currently lives in,Virginia Beach,lives_in_en_scale_500_exact_prefix
S02406_field_of_study,S02406,field_of_study,Esin Fakıoğlu,Esin Fakıoğlu studied,philosophy,field_of_study_en_scale_500_exact_prefix
S02406_works_in_industry,S02406,works_in_industry,Esin Fakıoğlu,Esin Fakıoğlu works in,retail,works_in_industry_en_scale_500_exact_prefix
S02409_profession,S02409,profession,Myrtle Gallo,Myrtle Gallo works as a,Footballer,profession_en_scale_500_exact_prefix
S02409_born_in,S02409,born_in,Myrtle Gallo,Myrtle Gallo was born in,Kayseri,born_in_en_scale_500_exact_prefix
S02409_lives_in,S02409,lives_in,Myrtle Gallo,Myrtle Gallo currently lives in,Hatay,lives_in_en_scale_500_exact_prefix
S02409_field_of_study,S02409,field_of_study,Myrtle Gallo,Myrtle Gallo studied,design,field_of_study_en_scale_500_exact_prefix
S02409_works_in_industry,S02409,works_in_industry,Myrtle Gallo,Myrtle Gallo works in,academia,works_in_industry_en_scale_500_exact_prefix
S02418_profession,S02418,profession,Tülay Biçer,Tülay Biçer works as a,Civil engineer,profession_en_scale_500_exact_prefix
S02418_born_in,S02418,born_in,Tülay Biçer,Tülay Biçer was born in,Philadelphia,born_in_en_scale_500_exact_prefix
S02418_lives_in,S02418,lives_in,Tülay Biçer,Tülay Biçer currently lives in,Cleveland,lives_in_en_scale_500_exact_prefix
S02418_field_of_study,S02418,field_of_study,Tülay Biçer,Tülay Biçer studied,construction,field_of_study_en_scale_500_exact_prefix
S02418_works_in_industry,S02418,works_in_industry,Tülay Biçer,Tülay Biçer works in,pharmaceuticals,works_in_industry_en_scale_500_exact_prefix
S02433_profession,S02433,profession,Yelda Kapçak,Yelda Kapçak works as a,Public relations specialist,profession_en_scale_500_exact_prefix
S02433_born_in,S02433,born_in,Yelda Kapçak,Yelda Kapçak was born in,Phoenix,born_in_en_scale_500_exact_prefix
S02433_lives_in,S02433,lives_in,Yelda Kapçak,Yelda Kapçak currently lives in,Omaha,lives_in_en_scale_500_exact_prefix
S02433_field_of_study,S02433,field_of_study,Yelda Kapçak,Yelda Kapçak studied,archaeology,field_of_study_en_scale_500_exact_prefix
S02433_works_in_industry,S02433,works_in_industry,Yelda Kapçak,Yelda Kapçak works in,architecture,works_in_industry_en_scale_500_exact_prefix
S02442_profession,S02442,profession,Ümit Sürücü,Ümit Sürücü works as a,Museum curator,profession_en_scale_500_exact_prefix
S02442_born_in,S02442,born_in,Ümit Sürücü,Ümit Sürücü was born in,Tekirdag,born_in_en_scale_500_exact_prefix
S02442_lives_in,S02442,lives_in,Ümit Sürücü,Ümit Sürücü currently lives in,Toledo,lives_in_en_scale_500_exact_prefix
S02442_field_of_study,S02442,field_of_study,Ümit Sürücü,Ümit Sürücü studied,forestry,field_of_study_en_scale_500_exact_prefix
S02442_works_in_industry,S02442,works_in_industry,Ümit Sürücü,Ümit Sürücü works in,tourism,works_in_industry_en_scale_500_exact_prefix
S02453_profession,S02453,profession,Hatun Yücetürk,Hatun Yücetürk works as a,Police officer,profession_en_scale_500_exact_prefix
S02453_born_in,S02453,born_in,Hatun Yücetürk,Hatun Yücetürk was born in,Trabzon,born_in_en_scale_500_exact_prefix
S02453_lives_in,S02453,lives_in,Hatun Yücetürk,Hatun Yücetürk currently lives in,Ankara,lives_in_en_scale_500_exact_prefix
S02453_field_of_study,S02453,field_of_study,Hatun Yücetürk,Hatun Yücetürk studied,cultural analysis,field_of_study_en_scale_500_exact_prefix
S02453_works_in_industry,S02453,works_in_industry,Hatun Yücetürk,Hatun Yücetürk works in,banking,works_in_industry_en_scale_500_exact_prefix
S02458_profession,S02458,profession,Carry Naquin,Carry Naquin works as a,Company executive (CEO),profession_en_scale_500_exact_prefix
S02458_born_in,S02458,born_in,Carry Naquin,Carry Naquin was born in,Atlanta,born_in_en_scale_500_exact_prefix
S02458_lives_in,S02458,lives_in,Carry Naquin,Carry Naquin currently lives in,Arlington,lives_in_en_scale_500_exact_prefix
S02458_field_of_study,S02458,field_of_study,Carry Naquin,Carry Naquin studied,ecology,field_of_study_en_scale_500_exact_prefix
S02458_works_in_industry,S02458,works_in_industry,Carry Naquin,Carry Naquin works in,insurance,works_in_industry_en_scale_500_exact_prefix
S02469_profession,S02469,profession,Fulya Köroğlu,Fulya Köroğlu works as a,Photographer,profession_en_scale_500_exact_prefix
S02469_born_in,S02469,born_in,Fulya Köroğlu,Fulya Köroğlu was born in,Antalya,born_in_en_scale_500_exact_prefix
S02469_lives_in,S02469,lives_in,Fulya Köroğlu,Fulya Köroğlu currently lives in,Samsun,lives_in_en_scale_500_exact_prefix
S02469_field_of_study,S02469,field_of_study,Fulya Köroğlu,Fulya Köroğlu studied,tourism,field_of_study_en_scale_500_exact_prefix
S02469_works_in_industry,S02469,works_in_industry,Fulya Köroğlu,Fulya Köroğlu works in,waste,works_in_industry_en_scale_500_exact_prefix
S02471_profession,S02471,profession,Hüseyin Dumlu,Hüseyin Dumlu works as a,Real estate agent,profession_en_scale_500_exact_prefix
S02471_born_in,S02471,born_in,Hüseyin Dumlu,Hüseyin Dumlu was born in,Dallas,born_in_en_scale_500_exact_prefix
S02471_lives_in,S02471,lives_in,Hüseyin Dumlu,Hüseyin Dumlu currently lives in,Sacramento,lives_in_en_scale_500_exact_prefix
S02471_field_of_study,S02471,field_of_study,Hüseyin Dumlu,Hüseyin Dumlu studied,philosophy,field_of_study_en_scale_500_exact_prefix
S02471_works_in_industry,S02471,works_in_industry,Hüseyin Dumlu,Hüseyin Dumlu works in,infrastructure,works_in_industry_en_scale_500_exact_prefix
S02481_profession,S02481,profession,Ziya Karataş,Ziya Karataş works as a,Footballer,profession_en_scale_500_exact_prefix
S02481_born_in,S02481,born_in,Ziya Karataş,Ziya Karataş was born in,Afyonkarahisar,born_in_en_scale_500_exact_prefix
S02481_lives_in,S02481,lives_in,Ziya Karataş,Ziya Karataş currently lives in,Ankara,lives_in_en_scale_500_exact_prefix
S02481_field_of_study,S02481,field_of_study,Ziya Karataş,Ziya Karataş studied,accounting,field_of_study_en_scale_500_exact_prefix
S02481_works_in_industry,S02481,works_in_industry,Ziya Karataş,Ziya Karataş works in,insurance,works_in_industry_en_scale_500_exact_prefix
S02485_profession,S02485,profession,Betti Norris,Betti Norris works as a,Butcher,profession_en_scale_500_exact_prefix
S02485_born_in,S02485,born_in,Betti Norris,Betti Norris was born in,Konya,born_in_en_scale_500_exact_prefix
S02485_lives_in,S02485,lives_in,Betti Norris,Betti Norris currently lives in,Malatya,lives_in_en_scale_500_exact_prefix
S02485_field_of_study,S02485,field_of_study,Betti Norris,Betti Norris studied,management,field_of_study_en_scale_500_exact_prefix
S02485_works_in_industry,S02485,works_in_industry,Betti Norris,Betti Norris works in,infrastructure,works_in_industry_en_scale_500_exact_prefix
S02488_profession,S02488,profession,Uğur Camcı,Uğur Camcı works as a,YouTuber,profession_en_scale_500_exact_prefix
S02488_born_in,S02488,born_in,Uğur Camcı,Uğur Camcı was born in,St. Paul,born_in_en_scale_500_exact_prefix
S02488_lives_in,S02488,lives_in,Uğur Camcı,Uğur Camcı currently lives in,Philadelphia,lives_in_en_scale_500_exact_prefix
S02488_field_of_study,S02488,field_of_study,Uğur Camcı,Uğur Camcı studied,media studies,field_of_study_en_scale_500_exact_prefix
S02488_works_in_industry,S02488,works_in_industry,Uğur Camcı,Uğur Camcı works in,consulting,works_in_industry_en_scale_500_exact_prefix
S02509_profession,S02509,profession,Beatriz Carter,Beatriz Carter works as a,Astronaut,profession_en_scale_500_exact_prefix
S02509_born_in,S02509,born_in,Beatriz Carter,Beatriz Carter was born in,Memphis,born_in_en_scale_500_exact_prefix
S02509_lives_in,S02509,lives_in,Beatriz Carter,Beatriz Carter currently lives in,New York,lives_in_en_scale_500_exact_prefix
S02509_field_of_study,S02509,field_of_study,Beatriz Carter,Beatriz Carter studied,psychology,field_of_study_en_scale_500_exact_prefix
S02509_works_in_industry,S02509,works_in_industry,Beatriz Carter,Beatriz Carter works in,investment,works_in_industry_en_scale_500_exact_prefix
S02511_profession,S02511,profession,Kyle Romero,Kyle Romero works as a,Dancer,profession_en_scale_500_exact_prefix
S02511_born_in,S02511,born_in,Kyle Romero,Kyle Romero was born in,New York,born_in_en_scale_500_exact_prefix
S02511_lives_in,S02511,lives_in,Kyle Romero,Kyle Romero currently lives in,Indianapolis,lives_in_en_scale_500_exact_prefix
S02511_field_of_study,S02511,field_of_study,Kyle Romero,Kyle Romero studied,teaching,field_of_study_en_scale_500_exact_prefix
S02511_works_in_industry,S02511,works_in_industry,Kyle Romero,Kyle Romero works in,academia,works_in_industry_en_scale_500_exact_prefix
S02518_profession,S02518,profession,Canan Karademir,Canan Karademir works as a,Social media influencer,profession_en_scale_500_exact_prefix
S02518_born_in,S02518,born_in,Canan Karademir,Canan Karademir was born in,Las Vegas,born_in_en_scale_500_exact_prefix
S02518_lives_in,S02518,lives_in,Canan Karademir,Canan Karademir currently lives in,San Jose,lives_in_en_scale_500_exact_prefix
S02518_field_of_study,S02518,field_of_study,Canan Karademir,Canan Karademir studied,anthropology,field_of_study_en_scale_500_exact_prefix
S02518_works_in_industry,S02518,works_in_industry,Canan Karademir,Canan Karademir works in,energy,works_in_industry_en_scale_500_exact_prefix
S02537_profession,S02537,profession,Maudie Bryson,Maudie Bryson works as a,Gardener,profession_en_scale_500_exact_prefix
S02537_born_in,S02537,born_in,Maudie Bryson,Maudie Bryson was born in,Indianapolis,born_in_en_scale_500_exact_prefix
S02537_lives_in,S02537,lives_in,Maudie Bryson,Maudie Bryson currently lives in,New York,lives_in_en_scale_500_exact_prefix
S02537_field_of_study,S02537,field_of_study,Maudie Bryson,Maudie Bryson studied,exercise science,field_of_study_en_scale_500_exact_prefix
S02537_works_in_industry,S02537,works_in_industry,Maudie Bryson,Maudie Bryson works in,software,works_in_industry_en_scale_500_exact_prefix
S02546_profession,S02546,profession,Aybüke Ellialtı,Aybüke Ellialtı works as a,Television presenter,profession_en_scale_500_exact_prefix
S02546_born_in,S02546,born_in,Aybüke Ellialtı,Aybüke Ellialtı was born in,Izmir,born_in_en_scale_500_exact_prefix
S02546_lives_in,S02546,lives_in,Aybüke Ellialtı,Aybüke Ellialtı currently lives in,Fort Worth,lives_in_en_scale_500_exact_prefix
S02546_field_of_study,S02546,field_of_study,Aybüke Ellialtı,Aybüke Ellialtı studied,accounting,field_of_study_en_scale_500_exact_prefix
S02546_works_in_industry,S02546,works_in_industry,Aybüke Ellialtı,Aybüke Ellialtı works in,extraction,works_in_industry_en_scale_500_exact_prefix
S02550_profession,S02550,profession,Charo Porter,Charo Porter works as a,Bricklayer,profession_en_scale_500_exact_prefix
S02550_born_in,S02550,born_in,Charo Porter,Charo Porter was born in,Adana,born_in_en_scale_500_exact_prefix
S02550_lives_in,S02550,lives_in,Charo Porter,Charo Porter currently lives in,Manisa,lives_in_en_scale_500_exact_prefix
S02550_field_of_study,S02550,field_of_study,Charo Porter,Charo Porter studied,chemistry,field_of_study_en_scale_500_exact_prefix
S02550_works_in_industry,S02550,works_in_industry,Charo Porter,Charo Porter works in,space,works_in_industry_en_scale_500_exact_prefix
S02563_profession,S02563,profession,Colette Gillis,Colette Gillis works as a,Secretary,profession_en_scale_500_exact_prefix
S02563_born_in,S02563,born_in,Colette Gillis,Colette Gillis was born in,Samsun,born_in_en_scale_500_exact_prefix
S02563_lives_in,S02563,lives_in,Colette Gillis,Colette Gillis currently lives in,Balikesir,lives_in_en_scale_500_exact_prefix
S02563_field_of_study,S02563,field_of_study,Colette Gillis,Colette Gillis studied,social care,field_of_study_en_scale_500_exact_prefix
S02563_works_in_industry,S02563,works_in_industry,Colette Gillis,Colette Gillis works in,media,works_in_industry_en_scale_500_exact_prefix
S02573_profession,S02573,profession,Thia Lee,Thia Lee works as a,Footballer,profession_en_scale_500_exact_prefix
S02573_born_in,S02573,born_in,Thia Lee,Thia Lee was born in,Chicago,born_in_en_scale_500_exact_prefix
S02573_lives_in,S02573,lives_in,Thia Lee,Thia Lee currently lives in,Louisville/Jefferson County,lives_in_en_scale_500_exact_prefix
S02573_field_of_study,S02573,field_of_study,Thia Lee,Thia Lee studied,management,field_of_study_en_scale_500_exact_prefix
S02573_works_in_industry,S02573,works_in_industry,Thia Lee,Thia Lee works in,engineering,works_in_industry_en_scale_500_exact_prefix
S02609_profession,S02609,profession,Rumeysa Acar,Rumeysa Acar works as a,Prosecutor,profession_en_scale_500_exact_prefix
S02609_born_in,S02609,born_in,Rumeysa Acar,Rumeysa Acar was born in,Dallas,born_in_en_scale_500_exact_prefix
S02609_lives_in,S02609,lives_in,Rumeysa Acar,Rumeysa Acar currently lives in,Virginia Beach,lives_in_en_scale_500_exact_prefix
S02609_field_of_study,S02609,field_of_study,Rumeysa Acar,Rumeysa Acar studied,linguistics,field_of_study_en_scale_500_exact_prefix
S02609_works_in_industry,S02609,works_in_industry,Rumeysa Acar,Rumeysa Acar works in,investment,works_in_industry_en_scale_500_exact_prefix
S02612_profession,S02612,profession,Emiş Karakoyunlu,Emiş Karakoyunlu works as a,Laundry worker,profession_en_scale_500_exact_prefix
S02612_born_in,S02612,born_in,Emiş Karakoyunlu,Emiş Karakoyunlu was born in,Aydin,born_in_en_scale_500_exact_prefix
S02612_lives_in,S02612,lives_in,Emiş Karakoyunlu,Emiş Karakoyunlu currently lives in,San Bernardino,lives_in_en_scale_500_exact_prefix
S02612_field_of_study,S02612,field_of_study,Emiş Karakoyunlu,Emiş Karakoyunlu studied,architecture,field_of_study_en_scale_500_exact_prefix
S02612_works_in_industry,S02612,works_in_industry,Emiş Karakoyunlu,Emiş Karakoyunlu works in,banking,works_in_industry_en_scale_500_exact_prefix
S02630_profession,S02630,profession,Nevroz Yacı,Nevroz Yacı works as a,Musician,profession_en_scale_500_exact_prefix
S02630_born_in,S02630,born_in,Nevroz Yacı,Nevroz Yacı was born in,Ankara,born_in_en_scale_500_exact_prefix
S02630_lives_in,S02630,lives_in,Nevroz Yacı,Nevroz Yacı currently lives in,Van,lives_in_en_scale_500_exact_prefix
S02630_field_of_study,S02630,field_of_study,Nevroz Yacı,Nevroz Yacı studied,nursing,field_of_study_en_scale_500_exact_prefix
S02630_works_in_industry,S02630,works_in_industry,Nevroz Yacı,Nevroz Yacı works in,welfare,works_in_industry_en_scale_500_exact_prefix
S02631_profession,S02631,profession,Nari Juarez,Nari Juarez works as a,Comedian,profession_en_scale_500_exact_prefix
S02631_born_in,S02631,born_in,Nari Juarez,Nari Juarez was born in,Houston,born_in_en_scale_500_exact_prefix
S02631_lives_in,S02631,lives_in,Nari Juarez,Nari Juarez currently lives in,Oakland,lives_in_en_scale_500_exact_prefix
S02631_field_of_study,S02631,field_of_study,Nari Juarez,Nari Juarez studied,design,field_of_study_en_scale_500_exact_prefix
S02631_works_in_industry,S02631,works_in_industry,Nari Juarez,Nari Juarez works in,textiles,works_in_industry_en_scale_500_exact_prefix
S02632_profession,S02632,profession,Odilia Thomson,Odilia Thomson works as a,Prosecutor,profession_en_scale_500_exact_prefix
S02632_born_in,S02632,born_in,Odilia Thomson,Odilia Thomson was born in,Kayseri,born_in_en_scale_500_exact_prefix
S02632_lives_in,S02632,lives_in,Odilia Thomson,Odilia Thomson currently lives in,Hatay,lives_in_en_scale_500_exact_prefix
S02632_field_of_study,S02632,field_of_study,Odilia Thomson,Odilia Thomson studied,literature,field_of_study_en_scale_500_exact_prefix
S02632_works_in_industry,S02632,works_in_industry,Odilia Thomson,Odilia Thomson works in,security,works_in_industry_en_scale_500_exact_prefix
S02634_profession,S02634,profession,Şenay Uluöz,Şenay Uluöz works as a,Judge,profession_en_scale_500_exact_prefix
S02634_born_in,S02634,born_in,Şenay Uluöz,Şenay Uluöz was born in,Samsun,born_in_en_scale_500_exact_prefix
S02634_lives_in,S02634,lives_in,Şenay Uluöz,Şenay Uluöz currently lives in,Balikesir,lives_in_en_scale_500_exact_prefix
S02634_field_of_study,S02634,field_of_study,Şenay Uluöz,Şenay Uluöz studied,cultural analysis,field_of_study_en_scale_500_exact_prefix
S02634_works_in_industry,S02634,works_in_industry,Şenay Uluöz,Şenay Uluöz works in,accounting,works_in_industry_en_scale_500_exact_prefix
S02645_profession,S02645,profession,Bünyamin Eşkazan,Bünyamin Eşkazan works as a,Journalist,profession_en_scale_500_exact_prefix
S02645_born_in,S02645,born_in,Bünyamin Eşkazan,Bünyamin Eşkazan was born in,Hatay,born_in_en_scale_500_exact_prefix
S02645_lives_in,S02645,lives_in,Bünyamin Eşkazan,Bünyamin Eşkazan currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S02645_field_of_study,S02645,field_of_study,Bünyamin Eşkazan,Bünyamin Eşkazan studied,archaeology,field_of_study_en_scale_500_exact_prefix
S02645_works_in_industry,S02645,works_in_industry,Bünyamin Eşkazan,Bünyamin Eşkazan works in,media,works_in_industry_en_scale_500_exact_prefix
S02656_profession,S02656,profession,Zekeriya Tunç,Zekeriya Tunç works as a,Computer engineer,profession_en_scale_500_exact_prefix
S02656_born_in,S02656,born_in,Zekeriya Tunç,Zekeriya Tunç was born in,Afyonkarahisar,born_in_en_scale_500_exact_prefix
S02656_lives_in,S02656,lives_in,Zekeriya Tunç,Zekeriya Tunç currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S02656_field_of_study,S02656,field_of_study,Zekeriya Tunç,Zekeriya Tunç studied,literature,field_of_study_en_scale_500_exact_prefix
S02656_works_in_industry,S02656,works_in_industry,Zekeriya Tunç,Zekeriya Tunç works in,extraction,works_in_industry_en_scale_500_exact_prefix
S02658_profession,S02658,profession,Mignon Mcintosh,Mignon Mcintosh works as a,Sports commentator,profession_en_scale_500_exact_prefix
S02658_born_in,S02658,born_in,Mignon Mcintosh,Mignon Mcintosh was born in,Garland,born_in_en_scale_500_exact_prefix
S02658_lives_in,S02658,lives_in,Mignon Mcintosh,Mignon Mcintosh currently lives in,Baltimore,lives_in_en_scale_500_exact_prefix
S02658_field_of_study,S02658,field_of_study,Mignon Mcintosh,Mignon Mcintosh studied,forestry,field_of_study_en_scale_500_exact_prefix
S02658_works_in_industry,S02658,works_in_industry,Mignon Mcintosh,Mignon Mcintosh works in,textiles,works_in_industry_en_scale_500_exact_prefix
S02660_profession,S02660,profession,Gözdem Yenigün,Gözdem Yenigün works as a,Film director,profession_en_scale_500_exact_prefix
S02660_born_in,S02660,born_in,Gözdem Yenigün,Gözdem Yenigün was born in,Riverside,born_in_en_scale_500_exact_prefix
S02660_lives_in,S02660,lives_in,Gözdem Yenigün,Gözdem Yenigün currently lives in,Fresno,lives_in_en_scale_500_exact_prefix
S02660_field_of_study,S02660,field_of_study,Gözdem Yenigün,Gözdem Yenigün studied,computing,field_of_study_en_scale_500_exact_prefix
S02660_works_in_industry,S02660,works_in_industry,Gözdem Yenigün,Gözdem Yenigün works in,infrastructure,works_in_industry_en_scale_500_exact_prefix
S02661_profession,S02661,profession,Asia Poole,Asia Poole works as a,Fashion stylist,profession_en_scale_500_exact_prefix
S02661_born_in,S02661,born_in,Asia Poole,Asia Poole was born in,Istanbul,born_in_en_scale_500_exact_prefix
S02661_lives_in,S02661,lives_in,Asia Poole,Asia Poole currently lives in,Adana,lives_in_en_scale_500_exact_prefix
S02661_field_of_study,S02661,field_of_study,Asia Poole,Asia Poole studied,cultural analysis,field_of_study_en_scale_500_exact_prefix
S02661_works_in_industry,S02661,works_in_industry,Asia Poole,Asia Poole works in,electrical,works_in_industry_en_scale_500_exact_prefix
S02691_profession,S02691,profession,Aslı Dincer,Aslı Dincer works as a,Entrepreneur,profession_en_scale_500_exact_prefix
S02691_born_in,S02691,born_in,Aslı Dincer,Aslı Dincer was born in,Buffalo,born_in_en_scale_500_exact_prefix
S02691_lives_in,S02691,lives_in,Aslı Dincer,Aslı Dincer currently lives in,New York,lives_in_en_scale_500_exact_prefix
S02691_field_of_study,S02691,field_of_study,Aslı Dincer,Aslı Dincer studied,mechanics,field_of_study_en_scale_500_exact_prefix
S02691_works_in_industry,S02691,works_in_industry,Aslı Dincer,Aslı Dincer works in,infrastructure,works_in_industry_en_scale_500_exact_prefix
S02698_profession,S02698,profession,Faris Aksun,Faris Aksun works as a,Racing driver,profession_en_scale_500_exact_prefix
S02698_born_in,S02698,born_in,Faris Aksun,Faris Aksun was born in,Philadelphia,born_in_en_scale_500_exact_prefix
S02698_lives_in,S02698,lives_in,Faris Aksun,Faris Aksun currently lives in,Oklahoma City,lives_in_en_scale_500_exact_prefix
S02698_field_of_study,S02698,field_of_study,Faris Aksun,Faris Aksun studied,dental studies,field_of_study_en_scale_500_exact_prefix
S02698_works_in_industry,S02698,works_in_industry,Faris Aksun,Faris Aksun works in,construction,works_in_industry_en_scale_500_exact_prefix
S02707_profession,S02707,profession,Semine Cimbek,Semine Cimbek works as a,Journalist,profession_en_scale_500_exact_prefix
S02707_born_in,S02707,born_in,Semine Cimbek,Semine Cimbek was born in,Oakland,born_in_en_scale_500_exact_prefix
S02707_lives_in,S02707,lives_in,Semine Cimbek,Semine Cimbek currently lives in,Omaha,lives_in_en_scale_500_exact_prefix
S02707_field_of_study,S02707,field_of_study,Semine Cimbek,Semine Cimbek studied,tourism,field_of_study_en_scale_500_exact_prefix
S02707_works_in_industry,S02707,works_in_industry,Semine Cimbek,Semine Cimbek works in,airlines,works_in_industry_en_scale_500_exact_prefix
S02721_profession,S02721,profession,Reggie Mcknight,Reggie Mcknight works as a,Firefighter,profession_en_scale_500_exact_prefix
S02721_born_in,S02721,born_in,Reggie Mcknight,Reggie Mcknight was born in,Manisa,born_in_en_scale_500_exact_prefix
S02721_lives_in,S02721,lives_in,Reggie Mcknight,Reggie Mcknight currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S02721_field_of_study,S02721,field_of_study,Reggie Mcknight,Reggie Mcknight studied,forestry,field_of_study_en_scale_500_exact_prefix
S02721_works_in_industry,S02721,works_in_industry,Reggie Mcknight,Reggie Mcknight works in,chemicals,works_in_industry_en_scale_500_exact_prefix
S02730_profession,S02730,profession,Mariejeanne Gibbons,Mariejeanne Gibbons works as a,Entrepreneur,profession_en_scale_500_exact_prefix
S02730_born_in,S02730,born_in,Mariejeanne Gibbons,Mariejeanne Gibbons was born in,Istanbul,born_in_en_scale_500_exact_prefix
S02730_lives_in,S02730,lives_in,Mariejeanne Gibbons,Mariejeanne Gibbons currently lives in,Mersin,lives_in_en_scale_500_exact_prefix
S02730_field_of_study,S02730,field_of_study,Mariejeanne Gibbons,Mariejeanne Gibbons studied,dental studies,field_of_study_en_scale_500_exact_prefix
S02730_works_in_industry,S02730,works_in_industry,Mariejeanne Gibbons,Mariejeanne Gibbons works in,maritime,works_in_industry_en_scale_500_exact_prefix
S02733_profession,S02733,profession,Gülşen Akhun,Gülşen Akhun works as a,Farmer,profession_en_scale_500_exact_prefix
S02733_born_in,S02733,born_in,Gülşen Akhun,Gülşen Akhun was born in,Ankara,born_in_en_scale_500_exact_prefix
S02733_lives_in,S02733,lives_in,Gülşen Akhun,Gülşen Akhun currently lives in,Adana,lives_in_en_scale_500_exact_prefix
S02733_field_of_study,S02733,field_of_study,Gülşen Akhun,Gülşen Akhun studied,management,field_of_study_en_scale_500_exact_prefix
S02733_works_in_industry,S02733,works_in_industry,Gülşen Akhun,Gülşen Akhun works in,gaming,works_in_industry_en_scale_500_exact_prefix
S02741_profession,S02741,profession,Gülşah Karakaya,Gülşah Karakaya works as a,Kindergarten teacher,profession_en_scale_500_exact_prefix
S02741_born_in,S02741,born_in,Gülşah Karakaya,Gülşah Karakaya was born in,Van,born_in_en_scale_500_exact_prefix
S02741_lives_in,S02741,lives_in,Gülşah Karakaya,Gülşah Karakaya currently lives in,Diyarbakir,lives_in_en_scale_500_exact_prefix
S02741_field_of_study,S02741,field_of_study,Gülşah Karakaya,Gülşah Karakaya studied,statistics,field_of_study_en_scale_500_exact_prefix
S02741_works_in_industry,S02741,works_in_industry,Gülşah Karakaya,Gülşah Karakaya works in,investment,works_in_industry_en_scale_500_exact_prefix
S02742_profession,S02742,profession,Hamza Vurgan,Hamza Vurgan works as a,Software engineer,profession_en_scale_500_exact_prefix
S02742_born_in,S02742,born_in,Hamza Vurgan,Hamza Vurgan was born in,Long Beach,born_in_en_scale_500_exact_prefix
S02742_lives_in,S02742,lives_in,Hamza Vurgan,Hamza Vurgan currently lives in,San Jose,lives_in_en_scale_500_exact_prefix
S02742_field_of_study,S02742,field_of_study,Hamza Vurgan,Hamza Vurgan studied,fiscal studies,field_of_study_en_scale_500_exact_prefix
S02742_works_in_industry,S02742,works_in_industry,Hamza Vurgan,Hamza Vurgan works in,property,works_in_industry_en_scale_500_exact_prefix
S02757_profession,S02757,profession,Aksel Ulu,Aksel Ulu works as a,Marketing specialist,profession_en_scale_500_exact_prefix
S02757_born_in,S02757,born_in,Aksel Ulu,Aksel Ulu was born in,Denver,born_in_en_scale_500_exact_prefix
S02757_lives_in,S02757,lives_in,Aksel Ulu,Aksel Ulu currently lives in,Tekirdag,lives_in_en_scale_500_exact_prefix
S02757_field_of_study,S02757,field_of_study,Aksel Ulu,Aksel Ulu studied,politics,field_of_study_en_scale_500_exact_prefix
S02757_works_in_industry,S02757,works_in_industry,Aksel Ulu,Aksel Ulu works in,railways,works_in_industry_en_scale_500_exact_prefix
S02787_profession,S02787,profession,Auberta Estes,Auberta Estes works as a,Interior architect,profession_en_scale_500_exact_prefix
S02787_born_in,S02787,born_in,Auberta Estes,Auberta Estes was born in,San Diego,born_in_en_scale_500_exact_prefix
S02787_lives_in,S02787,lives_in,Auberta Estes,Auberta Estes currently lives in,Miami,lives_in_en_scale_500_exact_prefix
S02787_field_of_study,S02787,field_of_study,Auberta Estes,Auberta Estes studied,software,field_of_study_en_scale_500_exact_prefix
S02787_works_in_industry,S02787,works_in_industry,Auberta Estes,Auberta Estes works in,accounting,works_in_industry_en_scale_500_exact_prefix
S02804_profession,S02804,profession,Berfin Gürbostan,Berfin Gürbostan works as a,Social worker,profession_en_scale_500_exact_prefix
S02804_born_in,S02804,born_in,Berfin Gürbostan,Berfin Gürbostan was born in,Istanbul,born_in_en_scale_500_exact_prefix
S02804_lives_in,S02804,lives_in,Berfin Gürbostan,Berfin Gürbostan currently lives in,Antalya,lives_in_en_scale_500_exact_prefix
S02804_field_of_study,S02804,field_of_study,Berfin Gürbostan,Berfin Gürbostan studied,diplomacy,field_of_study_en_scale_500_exact_prefix
S02804_works_in_industry,S02804,works_in_industry,Berfin Gürbostan,Berfin Gürbostan works in,consulting,works_in_industry_en_scale_500_exact_prefix
S02807_profession,S02807,profession,Marina Blackman,Marina Blackman works as a,Nurse,profession_en_scale_500_exact_prefix
S02807_born_in,S02807,born_in,Marina Blackman,Marina Blackman was born in,Malatya,born_in_en_scale_500_exact_prefix
S02807_lives_in,S02807,lives_in,Marina Blackman,Marina Blackman currently lives in,Izmir,lives_in_en_scale_500_exact_prefix
S02807_field_of_study,S02807,field_of_study,Marina Blackman,Marina Blackman studied,mechanics,field_of_study_en_scale_500_exact_prefix
S02807_works_in_industry,S02807,works_in_industry,Marina Blackman,Marina Blackman works in,investment,works_in_industry_en_scale_500_exact_prefix
S02823_profession,S02823,profession,Hamdiye Mutlu,Hamdiye Mutlu works as a,Investment banker,profession_en_scale_500_exact_prefix
S02823_born_in,S02823,born_in,Hamdiye Mutlu,Hamdiye Mutlu was born in,Istanbul,born_in_en_scale_500_exact_prefix
S02823_lives_in,S02823,lives_in,Hamdiye Mutlu,Hamdiye Mutlu currently lives in,Konya,lives_in_en_scale_500_exact_prefix
